setting,example_id,question_type,level,question,gold_titles,k,dense_full_at_k,rerank_full_at_k,dense_gold_ranks,rerank_gold_ranks,transition
per_question,5adccdd55542992c1e3a2408,bridge,hard,"Meaning ""reddish water"" in Hawaiian, which location was Butch Van Artsdalen known for surfing 25-foot waves at?","Butch Van Artsdalen | Waimea Bay, Hawaii",5,1,1,"{""Butch Van Artsdalen"":1,""Waimea Bay, Hawaii"":2}","{""Butch Van Artsdalen"":1,""Waimea Bay, Hawaii"":2}",stable_hit
per_question,5add11935542994734353827,comparison,hard,Were the bands Skin Yard and Ostava from the U.S.?,Ostava | Skin Yard,2,1,1,"{""Ostava"":2,""Skin Yard"":1}","{""Ostava"":2,""Skin Yard"":1}",stable_hit
per_question,5add11935542994734353827,comparison,hard,Were the bands Skin Yard and Ostava from the U.S.?,Ostava | Skin Yard,5,1,1,"{""Ostava"":2,""Skin Yard"":1}","{""Ostava"":2,""Skin Yard"":1}",stable_hit
per_question,5add311b5542994ed6169cc5,bridge,hard,"What kind of dinosaur does Raymond Ochoa voice in the Pixar film ""The Good Dinosaur""?",Raymond Ochoa | The Good Dinosaur,2,1,1,"{""Raymond Ochoa"":1,""The Good Dinosaur"":2}","{""Raymond Ochoa"":2,""The Good Dinosaur"":1}",stable_hit
per_question,5add311b5542994ed6169cc5,bridge,hard,"What kind of dinosaur does Raymond Ochoa voice in the Pixar film ""The Good Dinosaur""?",Raymond Ochoa | The Good Dinosaur,5,1,1,"{""Raymond Ochoa"":1,""The Good Dinosaur"":2}","{""Raymond Ochoa"":2,""The Good Dinosaur"":1}",stable_hit
per_question,5add405f5542992c1e3a2581,bridge,hard,What book provided the foundation for Masters and Johnson's research team?,Masters and Johnson | Patterns of Sexual Behavior,2,0,1,"{""Masters and Johnson"":1,""Patterns of Sexual Behavior"":4}","{""Masters and Johnson"":2,""Patterns of Sexual Behavior"":1}",rescue
per_question,5add405f5542992c1e3a2581,bridge,hard,What book provided the foundation for Masters and Johnson's research team?,Masters and Johnson | Patterns of Sexual Behavior,5,1,1,"{""Masters and Johnson"":1,""Patterns of Sexual Behavior"":4}","{""Masters and Johnson"":2,""Patterns of Sexual Behavior"":1}",stable_hit
per_question,5add564a5542990dbb2f7e38,bridge,hard,Las Vegas Festival Grounds is north of the hotel that is owned by which company?,Circus Circus Las Vegas | Las Vegas Festival Grounds,2,1,0,"{""Circus Circus Las Vegas"":2,""Las Vegas Festival Grounds"":1}","{""Circus Circus Las Vegas"":3,""Las Vegas Festival Grounds"":1}",damage
per_question,5add564a5542990dbb2f7e38,bridge,hard,Las Vegas Festival Grounds is north of the hotel that is owned by which company?,Circus Circus Las Vegas | Las Vegas Festival Grounds,5,1,1,"{""Circus Circus Las Vegas"":2,""Las Vegas Festival Grounds"":1}","{""Circus Circus Las Vegas"":3,""Las Vegas Festival Grounds"":1}",stable_hit
per_question,5add61d65542995b365fab21,bridge,hard,What type of forum did a former Soviet statesman initiate?,Mikhail Gorbachev | World Summit of Nobel Peace Laureates,2,0,0,"{""Mikhail Gorbachev"":4,""World Summit of Nobel Peace Laureates"":10}","{""Mikhail Gorbachev"":1,""World Summit of Nobel Peace Laureates"":8}",stable_miss
per_question,5add61d65542995b365fab21,bridge,hard,What type of forum did a former Soviet statesman initiate?,Mikhail Gorbachev | World Summit of Nobel Peace Laureates,5,0,0,"{""Mikhail Gorbachev"":4,""World Summit of Nobel Peace Laureates"":10}","{""Mikhail Gorbachev"":1,""World Summit of Nobel Peace Laureates"":8}",stable_miss
per_question,5add673e5542992ae4cec54d,bridge,hard,Joe Walker played for which team that ends their regular season with the Civil War rivalry game?,Joe Walker (American football) | Oregon Ducks football,2,0,0,"{""Joe Walker (American football)"":1,""Oregon Ducks football"":9}","{""Joe Walker (American football)"":1,""Oregon Ducks football"":4}",stable_miss
per_question,5add673e5542992ae4cec54d,bridge,hard,Joe Walker played for which team that ends their regular season with the Civil War rivalry game?,Joe Walker (American football) | Oregon Ducks football,5,0,1,"{""Joe Walker (American football)"":1,""Oregon Ducks football"":9}","{""Joe Walker (American football)"":1,""Oregon Ducks football"":4}",rescue
per_question,5add67555542992ae4cec54e,comparison,hard,Which of these battles occurred earlier--the Battle of Peleliu or the Battle of Belleau Wood?,Battle of Belleau Wood | Battle of Peleliu,2,1,1,"{""Battle of Belleau Wood"":1,""Battle of Peleliu"":2}","{""Battle of Belleau Wood"":1,""Battle of Peleliu"":2}",stable_hit
per_question,5add67555542992ae4cec54e,comparison,hard,Which of these battles occurred earlier--the Battle of Peleliu or the Battle of Belleau Wood?,Battle of Belleau Wood | Battle of Peleliu,5,1,1,"{""Battle of Belleau Wood"":1,""Battle of Peleliu"":2}","{""Battle of Belleau Wood"":1,""Battle of Peleliu"":2}",stable_hit
per_question,5add67915542992200553af8,bridge,hard,What was the nickname of the hitman hired by an Italian American Criminal Organization?,Philadelphia crime family | Salvatore Testa,2,0,0,"{""Philadelphia crime family"":2,""Salvatore Testa"":6}","{""Philadelphia crime family"":3,""Salvatore Testa"":1}",stable_miss
per_question,5add67915542992200553af8,bridge,hard,What was the nickname of the hitman hired by an Italian American Criminal Organization?,Philadelphia crime family | Salvatore Testa,5,0,1,"{""Philadelphia crime family"":2,""Salvatore Testa"":6}","{""Philadelphia crime family"":3,""Salvatore Testa"":1}",rescue
per_question,5adda7585542997dc790700c,bridge,hard,Where was the telefilm shot that was based on the 1977 Katherine Paterson book?,Bridge to Terabithia (1985 film) | Bridge to Terabithia (novel),2,0,0,"{""Bridge to Terabithia (1985 film)"":1,""Bridge to Terabithia (novel)"":4}","{""Bridge to Terabithia (1985 film)"":1,""Bridge to Terabithia (novel)"":4}",stable_miss
per_question,5adda7585542997dc790700c,bridge,hard,Where was the telefilm shot that was based on the 1977 Katherine Paterson book?,Bridge to Terabithia (1985 film) | Bridge to Terabithia (novel),5,1,1,"{""Bridge to Terabithia (1985 film)"":1,""Bridge to Terabithia (novel)"":4}","{""Bridge to Terabithia (1985 film)"":1,""Bridge to Terabithia (novel)"":4}",stable_hit
per_question,5adddccd5542997dc7907069,bridge,hard,"Aside from the Apple Remote, what other device can control the program Apple Remote was originally designed to interact with?",Apple Remote | Front Row (software),2,0,0,"{""Apple Remote"":1,""Front Row (software)"":7}","{""Apple Remote"":1,""Front Row (software)"":8}",stable_miss
per_question,5adddccd5542997dc7907069,bridge,hard,"Aside from the Apple Remote, what other device can control the program Apple Remote was originally designed to interact with?",Apple Remote | Front Row (software),5,0,0,"{""Apple Remote"":1,""Front Row (software)"":7}","{""Apple Remote"":1,""Front Row (software)"":8}",stable_miss
per_question,5adddd075542992200553b71,bridge,hard,Season 2 of Rick and Morty began with the episode directed by whom?,A Rickle in Time | Rick and Morty (season 2),2,1,0,"{""A Rickle in Time"":2,""Rick and Morty (season 2)"":1}","{""A Rickle in Time"":1,""Rick and Morty (season 2)"":8}",damage
per_question,5adddd075542992200553b71,bridge,hard,Season 2 of Rick and Morty began with the episode directed by whom?,A Rickle in Time | Rick and Morty (season 2),5,1,0,"{""A Rickle in Time"":2,""Rick and Morty (season 2)"":1}","{""A Rickle in Time"":1,""Rick and Morty (season 2)"":8}",damage
per_question,5ade0fb95542997545bbbe39,bridge,hard,How long is the river for which Frenchmans Creek is a tributary?,Darling River | Frenchmans Creek (New South Wales),2,0,0,"{""Darling River"":3,""Frenchmans Creek (New South Wales)"":1}","{""Darling River"":9,""Frenchmans Creek (New South Wales)"":1}",stable_miss
per_question,5ade0fb95542997545bbbe39,bridge,hard,How long is the river for which Frenchmans Creek is a tributary?,Darling River | Frenchmans Creek (New South Wales),5,1,0,"{""Darling River"":3,""Frenchmans Creek (New South Wales)"":1}","{""Darling River"":9,""Frenchmans Creek (New South Wales)"":1}",damage
per_question,5ade15f35542997545bbbe47,bridge,hard,Katherine Waterston and Chrisann Brennan has what in common?,Chrisann Brennan | Katherine Waterston,2,0,1,"{""Chrisann Brennan"":1,""Katherine Waterston"":3}","{""Chrisann Brennan"":2,""Katherine Waterston"":1}",rescue
per_question,5ade15f35542997545bbbe47,bridge,hard,Katherine Waterston and Chrisann Brennan has what in common?,Chrisann Brennan | Katherine Waterston,5,1,1,"{""Chrisann Brennan"":1,""Katherine Waterston"":3}","{""Chrisann Brennan"":2,""Katherine Waterston"":1}",stable_hit
per_question,5ade24e35542992fa25da6e6,bridge,hard,Mamie Gummer played the role of Nancy Crozier on the TV series airing on what network?,Mamie Gummer | The Good Wife,2,0,0,"{""Mamie Gummer"":1,""The Good Wife"":3}","{""Mamie Gummer"":1,""The Good Wife"":4}",stable_miss
per_question,5ade24e35542992fa25da6e6,bridge,hard,Mamie Gummer played the role of Nancy Crozier on the TV series airing on what network?,Mamie Gummer | The Good Wife,5,1,1,"{""Mamie Gummer"":1,""The Good Wife"":3}","{""Mamie Gummer"":1,""The Good Wife"":4}",stable_hit
per_question,5ade42b55542992fa25da717,bridge,hard,How many novels are there in the series of novels of which Shadows in Flight is the tenth novel ?,Ender's Game (series) | Shadows in Flight,2,0,0,"{""Ender's Game (series)"":7,""Shadows in Flight"":1}","{""Ender's Game (series)"":8,""Shadows in Flight"":1}",stable_miss
per_question,5ade42b55542992fa25da717,bridge,hard,How many novels are there in the series of novels of which Shadows in Flight is the tenth novel ?,Ender's Game (series) | Shadows in Flight,5,0,0,"{""Ender's Game (series)"":7,""Shadows in Flight"":1}","{""Ender's Game (series)"":8,""Shadows in Flight"":1}",stable_miss
per_question,5ade51b45542997c77adedf4,bridge,hard,The Kansas City Wizards have had three home venues in Kansas City in their time.  Which was their first?,Children's Mercy Park | CommunityAmerica Ballpark,2,0,0,"{""Children's Mercy Park"":5,""CommunityAmerica Ballpark"":6}","{""Children's Mercy Park"":2,""CommunityAmerica Ballpark"":8}",stable_miss
per_question,5ade51b45542997c77adedf4,bridge,hard,The Kansas City Wizards have had three home venues in Kansas City in their time.  Which was their first?,Children's Mercy Park | CommunityAmerica Ballpark,5,0,0,"{""Children's Mercy Park"":5,""CommunityAmerica Ballpark"":6}","{""Children's Mercy Park"":2,""CommunityAmerica Ballpark"":8}",stable_miss
per_question,5ade69e455429975fa854ec5,bridge,hard,What director worked with Vikram Bhatt on a film starring actors Rajneesh Duggal and Adah Sharma?,1920 (film series) | 1920 (film),2,0,0,"{""1920 (film series)"":4,""1920 (film)"":6}","{""1920 (film series)"":7,""1920 (film)"":1}",stable_miss
per_question,5ade69e455429975fa854ec5,bridge,hard,What director worked with Vikram Bhatt on a film starring actors Rajneesh Duggal and Adah Sharma?,1920 (film series) | 1920 (film),5,0,0,"{""1920 (film series)"":4,""1920 (film)"":6}","{""1920 (film series)"":7,""1920 (film)"":1}",stable_miss
per_question,5ade7a435542997c77adee3a,bridge,hard," The name ""Mountbatten-Windsor"" applies to male-line descendants of the Queen without royal styles and titles which is a Eurpean dynasty resulting in what family?",Mountbatten family | Mountbatten-Windsor,2,0,0,"{""Mountbatten family"":3,""Mountbatten-Windsor"":1}","{""Mountbatten family"":3,""Mountbatten-Windsor"":1}",stable_miss
per_question,5ade7a435542997c77adee3a,bridge,hard," The name ""Mountbatten-Windsor"" applies to male-line descendants of the Queen without royal styles and titles which is a Eurpean dynasty resulting in what family?",Mountbatten family | Mountbatten-Windsor,5,1,1,"{""Mountbatten family"":3,""Mountbatten-Windsor"":1}","{""Mountbatten family"":3,""Mountbatten-Windsor"":1}",stable_hit
per_question,5ade908b55429975fa854f13,bridge,hard,"After he was contracted by the team that is headquartered in Affalterbach, Baden-Württemberg, Germany, Dario Franchitti competed in what series?",Dario Franchitti | Mercedes-AMG,2,0,0,"{""Dario Franchitti"":1,""Mercedes-AMG"":10}","{""Dario Franchitti"":1,""Mercedes-AMG"":3}",stable_miss
per_question,5ade908b55429975fa854f13,bridge,hard,"After he was contracted by the team that is headquartered in Affalterbach, Baden-Württemberg, Germany, Dario Franchitti competed in what series?",Dario Franchitti | Mercedes-AMG,5,0,1,"{""Dario Franchitti"":1,""Mercedes-AMG"":10}","{""Dario Franchitti"":1,""Mercedes-AMG"":3}",rescue
per_question,5ade9545554299728e26c740,bridge,hard,What team did the recipient of the 2007 Brownlow Medal play for?,2007 Brownlow Medal | Jimmy Bartel,2,0,0,"{""2007 Brownlow Medal"":1,""Jimmy Bartel"":10}","{""2007 Brownlow Medal"":1,""Jimmy Bartel"":10}",stable_miss
per_question,5ade9545554299728e26c740,bridge,hard,What team did the recipient of the 2007 Brownlow Medal play for?,2007 Brownlow Medal | Jimmy Bartel,5,0,0,"{""2007 Brownlow Medal"":1,""Jimmy Bartel"":10}","{""2007 Brownlow Medal"":1,""Jimmy Bartel"":10}",stable_miss
per_question,5adea9ea55429939a52fe934,bridge,hard,"What was the name of the fanzine that interviewed the Sex Pistols bassist when he was in the band ""The Flowers of Romance?""",Sid Vicious | The Flowers of Romance (band),2,1,0,"{""Sid Vicious"":2,""The Flowers of Romance (band)"":1}","{""Sid Vicious"":3,""The Flowers of Romance (band)"":1}",damage
per_question,5adea9ea55429939a52fe934,bridge,hard,"What was the name of the fanzine that interviewed the Sex Pistols bassist when he was in the band ""The Flowers of Romance?""",Sid Vicious | The Flowers of Romance (band),5,1,1,"{""Sid Vicious"":2,""The Flowers of Romance (band)"":1}","{""Sid Vicious"":3,""The Flowers of Romance (band)"":1}",stable_hit
per_question,5adef80b5542993a75d263c4,bridge,hard,The 2000 British film Snatch was later adapted into a television series for what streaming service?,Snatch (TV series) | Snatch (film),2,1,1,"{""Snatch (TV series)"":1,""Snatch (film)"":2}","{""Snatch (TV series)"":2,""Snatch (film)"":1}",stable_hit
per_question,5adef80b5542993a75d263c4,bridge,hard,The 2000 British film Snatch was later adapted into a television series for what streaming service?,Snatch (TV series) | Snatch (film),5,1,1,"{""Snatch (TV series)"":1,""Snatch (film)"":2}","{""Snatch (TV series)"":2,""Snatch (film)"":1}",stable_hit
per_question,5adeffa85542992d7e9f926f,comparison,hard,What genre of music was played by both Tappi Tíkarrass and INXS?,INXS | Tappi Tíkarrass,2,0,0,"{""INXS"":6,""Tappi Tíkarrass"":1}","{""INXS"":4,""Tappi Tíkarrass"":1}",stable_miss
per_question,5adeffa85542992d7e9f926f,comparison,hard,What genre of music was played by both Tappi Tíkarrass and INXS?,INXS | Tappi Tíkarrass,5,0,1,"{""INXS"":6,""Tappi Tíkarrass"":1}","{""INXS"":4,""Tappi Tíkarrass"":1}",rescue
per_question,5adf043b5542993a75d263d4,bridge,hard,Which American cable news and talk radio host was the former GOP representative,Joe Scarborough | Morning Joe,2,0,1,"{""Joe Scarborough"":1,""Morning Joe"":4}","{""Joe Scarborough"":2,""Morning Joe"":1}",rescue
per_question,5adf043b5542993a75d263d4,bridge,hard,Which American cable news and talk radio host was the former GOP representative,Joe Scarborough | Morning Joe,5,1,1,"{""Joe Scarborough"":1,""Morning Joe"":4}","{""Joe Scarborough"":2,""Morning Joe"":1}",stable_hit
per_question,5adf34d35542993a75d26425,bridge,hard,Who was the president of the Sinn Fein political party during the Hume-Adams Dialogue?,Gerry Adams | Hume–Adams dialogue,2,0,0,"{""Gerry Adams"":5,""Hume–Adams dialogue"":1}","{""Gerry Adams"":3,""Hume–Adams dialogue"":1}",stable_miss
per_question,5adf34d35542993a75d26425,bridge,hard,Who was the president of the Sinn Fein political party during the Hume-Adams Dialogue?,Gerry Adams | Hume–Adams dialogue,5,1,1,"{""Gerry Adams"":5,""Hume–Adams dialogue"":1}","{""Gerry Adams"":3,""Hume–Adams dialogue"":1}",stable_hit
per_question,5adf37a95542995ec70e8f97,bridge,hard,"The 2011–12 VCU Rams men's basketball team, led by third year head coach Shaka Smart, represented Virginia Commonwealth University which was founded in what year?",2011–12 VCU Rams men's basketball team | Virginia Commonwealth University,2,0,0,"{""2011–12 VCU Rams men's basketball team"":2,""Virginia Commonwealth University"":10}","{""2011–12 VCU Rams men's basketball team"":1,""Virginia Commonwealth University"":10}",stable_miss
per_question,5adf37a95542995ec70e8f97,bridge,hard,"The 2011–12 VCU Rams men's basketball team, led by third year head coach Shaka Smart, represented Virginia Commonwealth University which was founded in what year?",2011–12 VCU Rams men's basketball team | Virginia Commonwealth University,5,0,0,"{""2011–12 VCU Rams men's basketball team"":2,""Virginia Commonwealth University"":10}","{""2011–12 VCU Rams men's basketball team"":1,""Virginia Commonwealth University"":10}",stable_miss
per_question,5adf3e355542993a75d26440,bridge,hard,"How long is the bridge in the Öresund Region that connect Copenhagen, Denmark and Malmo, Sweden?",Øresund Bridge | Øresund Region,2,1,1,"{""Øresund Bridge"":2,""Øresund Region"":1}","{""Øresund Bridge"":1,""Øresund Region"":2}",stable_hit
